r_s_over_r_env,m_eff_r_env,Delta_TM_match,B_TM
0.2025,1.4528,0.12568958,4.65987360e-04
0.2025,1.5169,0.12340752,4.70942227e-04
0.2025,1.5809,0.12124436,4.75876751e-04
0.2025,1.6449,0.11920232,4.80790104e-04
0.2025,1.7090,0.11728339,4.85681458e-04
0.2025,1.7730,0.11548935,4.90549992e-04
0.2025,1.8371,0.11382174,4.95394885e-04
0.2025,1.9011,0.11228183,5.00215324e-04
0.2025,1.9652,0.11087063,5.05010497e-04
0.2025,2.0292,0.10958886,5.09779598e-04
0.2025,2.0933,0.10843697,5.14521826e-04
0.2025,2.1573,0.10741511,5.19236381e-04
0.2025,2.2213,0.10652313,5.23922471e-04
0.2025,2.2854,0.10576060,5.28579309e-04
0.2025,2.3494,0.10512682,5.33206110e-04
0.2025,2.4135,0.10462078,5.37802098e-04
0.2025,2.4775,0.10424121,5.42366497e-04
0.2025,2.5416,0.10398660,5.46898542e-04
0.2025,2.6056,0.10385517,5.51397469e-04
0.2025,2.6697,0.10384492,5.55862522e-04
0.2025,2.7337,0.10395366,5.60292950e-04
0.2025,2.7978,0.10417898,5.64688007e-04
0.2025,2.8618,0.10451831,5.69046956e-04
0.2025,2.9258,0.10496896,5.73369061e-04
0.2025,2.9899,0.10552810,5.77653597e-04
0.2025,3.0539,0.10619280,5.81899843e-04
0.2025,3.1180,0.10696009,5.86107084e-04
0.2025,3.1820,0.10782693,5.90274613e-04
0.2025,3.2461,0.10879031,5.94401729e-04
0.2025,3.3101,0.10984719,5.98487738e-04
0.2025,3.3742,0.11099462,6.02531952e-04
0.2025,3.4382,0.11222970,6.06533692e-04
0.2025,3.5022,0.11354962,6.10492284e-04
0.2025,3.5663,0.11495173,6.14407062e-04
0.2025,3.6303,0.11643348,6.18277369e-04
0.2025,3.6944,0.11799255,6.22102552e-04
0.2025,3.7584,0.11962676,6.25881969e-04
0.2025,3.8225,0.12133419,6.29614985e-04
0.2025,3.8865,0.12311313,6.33300970e-04
0.2025,3.9506,0.12496212,6.36939305e-04
0.2025,4.0146,0.12687996,6.40529379e-04
0.2025,4.0787,0.12886573,6.44070586e-04
0.2025,4.1427,0.13091879,6.47562333e-04
0.2025,4.2067,0.13303878,6.51004031e-04
0.2025,4.2708,0.13522564,6.54395102e-04
0.2025,4.3348,0.13747960,6.57734974e-04
0.2025,4.3989,0.13980118,6.61023087e-04
0.2025,4.4629,0.14219116,6.64258888e-04
0.2025,4.5270,0.14465064,6.67441832e-04
0.2025,4.5910,0.14718095,6.70571383e-04
0.2025,4.6551,0.14978370,6.73647016e-04
0.2025,4.7191,0.15246072,6.76668214e-04
0.2025,4.7831,0.15521407,6.79634467e-04
0.2025,4.8472,0.15804603,6.82545277e-04
0.2025,4.9112,0.16095903,6.85400154e-04
0.2025,4.9753,0.16395569,6.88198619e-04
0.2025,5.0393,0.16703876,6.90940201e-04
0.2025,5.1034,0.17021108,6.93624438e-04
0.2025,5.1674,0.17347561,6.96250879e-04
0.2025,5.2315,0.17683533,6.98819082e-04
0.2025,5.2955,0.18029328,7.01328615e-04
0.2025,5.3596,0.18385249,7.03779057e-04
0.2025,5.4236,0.18751597,7.06169995e-04
0.2025,5.4876,0.19128665,7.08501027e-04
0.2025,5.5517,0.19516742,7.10771760e-04
0.2025,5.6157,0.19916104,7.12981814e-04
0.2025,5.6798,0.20327013,7.15130815e-04
0.2025,5.7438,0.20749717,7.17218404e-04
0.2025,5.8079,0.21184445,7.19244228e-04
0.2025,5.8719,0.21631406,7.21207947e-04
0.2025,5.9360,0.22090788,7.23109230e-04
0.2025,6.0000,0.22562753,7.24947758e-04
0.2112,0.3000,0.18352695,3.75333034e-04
0.2112,0.3640,0.17957049,3.80731484e-04
0.2112,0.4281,0.17568446,3.86124309e-04
0.2112,0.4921,0.17187064,3.91510522e-04
0.2112,0.5562,0.16813102,3.96889136e-04
0.2112,0.6202,0.16446784,4.02259168e-04
0.2112,0.6843,0.16088352,4.07619633e-04
0.2112,0.7483,0.15738068,4.12969552e-04
0.2112,0.8124,0.15396207,4.18307945e-04
0.2112,0.8764,0.15063060,4.23633834e-04
0.2112,0.9404,0.14738927,4.28946245e-04
0.2112,1.0045,0.14424116,4.34244205e-04
0.2112,1.0685,0.14118939,4.39526745e-04
0.2112,1.1326,0.13823711,4.44792897e-04
0.2112,1.1966,0.13538747,4.50041698e-04
0.2112,1.2607,0.13264354,4.55272187e-04
0.2112,1.3247,0.13000837,4.60483407e-04
0.2112,1.3888,0.12748490,4.65674403e-04
0.2112,1.4528,0.12507592,4.70844226e-04
0.2112,1.5169,0.12278412,4.75991929e-04
0.2112,1.5809,0.12061198,4.81116569e-04
0.2112,1.6449,0.11856180,4.86217210e-04
0.2112,1.7090,0.11663566,4.91292916e-04
0.2112,1.7730,0.11483540,4.96342760e-04
0.2112,1.8371,0.11316262,5.01365817e-04
0.2112,1.9011,0.11161863,5.06361167e-04
0.2112,1.9652,0.11020448,5.11327896e-04
0.2112,2.0292,0.10892093,5.16265094e-04
0.2112,2.0933,0.10776843,5.21171859e-04
0.2112,2.1573,0.10674713,5.26047292e-04
0.2112,2.2213,0.10585690,5.30890500e-04
0.2112,2.2854,0.10509728,5.35700598e-04
0.2112,2.3494,0.10446753,5.40476703e-04
0.2112,2.4135,0.10396663,5.45217943e-04
0.2112,2.4775,0.10359325,5.49923450e-04
0.2112,2.5416,0.10334581,5.54592362e-04
0.2112,2.6056,0.10322248,5.59223824e-04
0.2112,2.6697,0.10322119,5.63816989e-04
0.2112,2.7337,0.10333965,5.68371016e-04
0.2112,2.7978,0.10357536,5.72885071e-04
0.2112,2.8618,0.10392568,5.77358329e-04
0.2112,2.9258,0.10438780,5.81789969e-04
0.2112,2.9899,0.10495877,5.86179182e-04
0.2112,3.0539,0.10563558,5.90525164e-04
0.2112,3.1180,0.10641513,5.94827119e-04
0.2112,3.1820,0.10729427,5.99084260e-04
0.2112,3.2461,0.10826988,6.03295807e-04
0.2112,3.3101,0.10933881,6.07460989e-04
0.2112,3.3742,0.11049800,6.11579045e-04
0.2112,3.4382,0.11174442,6.15649221e-04
0.2112,3.5022,0.11307518,6.19670771e-04
0.2112,3.5663,0.11448752,6.23642959e-04
0.2112,3.6303,0.11597880,6.27565058e-04
0.2112,3.6944,0.11754660,6.31436350e-04
0.2112,3.7584,0.11918868,6.35256127e-04
0.2112,3.8225,0.12090304,6.39023690e-04
0.2112,3.8865,0.12268789,6.42738348e-04
0.2112,3.9506,0.12454173,6.46399423e-04
0.2112,4.0146,0.12646331,6.50006243e-04
0.2112,4.0787,0.12845169,6.53558148e-04
0.2112,4.1427,0.13050619,6.57054489e-04
0.2112,4.2067,0.13262644,6.60494625e-04
0.2112,4.2708,0.13481238,6.63877927e-04
0.2112,4.3348,0.13706425,6.67203776e-04
0.2112,4.3989,0.13938257,6.70471562e-04
0.2112,4.4629,0.14176818,6.73680687e-04
0.2112,4.5270,0.14422221,6.76830565e-04
0.2112,4.5910,0.14674603,6.79920618e-04
0.2112,4.6551,0.14934132,6.82950281e-04
0.2112,4.7191,0.15200998,6.85918999e-04
0.2112,4.7831,0.15475414,6.88826229e-04
0.2112,4.8472,0.15757616,6.91671439e-04
0.2112,4.9112,0.16047858,6.94454108e-04
0.2112,4.9753,0.16346411,6.97173726e-04
0.2112,5.0393,0.16653558,6.99829796e-04
0.2112,5.1034,0.16969598,7.02421832e-04
0.2112,5.1674,0.17294834,7.04949359e-04
0.2112,5.2315,0.17629578,7.07411914e-04
0.2112,5.2955,0.17974144,7.09809047e-04
0.2112,5.3596,0.18328846,7.12140319e-04
0.2112,5.4236,0.18693996,7.14405304e-04
0.2112,5.4876,0.19069901,7.16603586e-04
0.2112,5.5517,0.19456857,7.18734763e-04
0.2112,5.6157,0.19855152,7.20798445e-04
0.2112,5.6798,0.20265058,7.22794255e-04
0.2112,5.7438,0.20686832,7.24721827e-04
0.2112,5.8079,0.21120711,7.26580808e-04
0.2112,5.8719,0.21566913,7.28370859e-04
0.2112,5.9360,0.22025632,7.30091650e-04
0.2112,6.0000,0.22497037,7.31742868e-04
0.2200,0.3000,0.18311348,3.76380838e-04
0.2200,0.3640,0.17915124,3.82001718e-04
0.2200,0.4281,0.17525846,3.87616244e-04
0.2200,0.4921,0.17143696,3.93223303e-04
0.2200,0.5562,0.16768880,3.98821782e-04
0.2200,0.6202,0.16401630,4.04410568e-04
0.2200,0.6843,0.16042197,4.09988552e-04
0.2200,0.7483,0.15690851,4.15554628e-04
0.2200,0.8124,0.15347879,4.21107689e-04
0.2200,0.8764,0.15013581,4.26646634e-04
0.2200,0.9404,0.14688267,4.32170363e-04
0.2200,1.0045,0.14372256,4.37677779e-04
0.2200,1.0685,0.14065873,4.43167790e-04
0.2200,1.1326,0.13769442,4.48639305e-04
0.2200,1.1966,0.13483289,4.54091237e-04
0.2200,1.2607,0.13207734,4.59522505e-04
0.2200,1.3247,0.12943091,4.64932031e-04
0.2200,1.3888,0.12689665,4.70318740e-04
0.2200,1.4528,0.12447745,4.75681563e-04
0.2200,1.5169,0.12217609,4.81019436e-04
0.2200,1.5809,0.11999514,4.86331299e-04
0.2200,1.6449,0.11793698,4.91616097e-04
0.2200,1.7090,0.11600376,4.96872781e-04
0.2200,1.7730,0.11419740,5.02100307e-04
0.2200,1.8371,0.11251954,5.07297638e-04
0.2200,1.9011,0.11097156,5.12463743e-04
0.2200,1.9652,0.10955452,5.17597595e-04
0.2200,2.0292,0.10826921,5.22698175e-04
0.2200,2.0933,0.10711611,5.27764470e-04
0.2200,2.1573,0.10609537,5.32795476e-04
0.2200,2.2213,0.10520685,5.37790193e-04
0.2200,2.2854,0.10445009,5.42747629e-04
0.2200,2.3494,0.10382430,5.47666801e-04
0.2200,2.4135,0.10332843,5.52546731e-04
0.2200,2.4775,0.10296112,5.57386452e-04
0.2200,2.5416,0.10272072,5.62185002e-04
0.2200,2.6056,0.10260534,5.66941429e-04
0.2200,2.6697,0.10261283,5.71654788e-04
0.2200,2.7337,0.10274082,5.76324144e-04
0.2200,2.7978,0.10298674,5.80948570e-04
0.2200,2.8618,0.10334783,5.85527147e-04
0.2200,2.9258,0.10382119,5.90058967e-04
0.2200,2.9899,0.10440378,5.94543130e-04
0.2200,3.0539,0.10509246,5.98978746e-04
0.2200,3.1180,0.10588403,6.03364935e-04
0.2200,3.1820,0.10677525,6.07700825e-04
0.2200,3.2461,0.10776285,6.11985555e-04
0.2200,3.3101,0.10884360,6.16218276e-04
0.2200,3.3742,0.11001431,6.20398147e-04
0.2200,3.4382,0.11127187,6.24524338e-04
0.2200,3.5022,0.11261326,6.28596030e-04
0.2200,3.5663,0.11403563,6.32612415e-04
0.2200,3.6303,0.11553626,6.36572695e-04
0.2200,3.6944,0.11711263,6.40476084e-04
0.2200,3.7584,0.11876243,6.44321807e-04
0.2200,3.8225,0.12048357,6.48109101e-04
0.2200,3.8865,0.12227423,6.51837214e-04
0.2200,3.9506,0.12413283,6.55505406e-04
0.2200,4.0146,0.12605809,6.59112948e-04
0.2200,4.0787,0.12804901,6.62659125e-04
0.2200,4.1427,0.13010492,6.66143232e-04
0.2200,4.2067,0.13222543,6.69564578e-04
0.2200,4.2708,0.13441047,6.72922483e-04
0.2200,4.3348,0.13666028,6.76216281e-04
0.2200,4.3989,0.13897542,6.79445318e-04
0.2200,4.4629,0.14135675,6.82608953e-04
0.2200,4.5270,0.14380542,6.85706558e-04
0.2200,4.5910,0.14632288,6.88737519e-04
0.2200,4.6551,0.14891085,6.91701232e-04
0.2200,4.7191,0.15157130,6.94597110e-04
0.2200,4.7831,0.15430645,6.97424578e-04
0.2200,4.8472,0.15711873,7.00183075e-04
0.2200,4.9112,0.16001077,7.02872053e-04
0.2200,4.9753,0.16298537,7.05490979e-04
0.2200,5.0393,0.16604548,7.08039331e-04
0.2200,5.1034,0.16919417,7.10516605e-04
0.2200,5.1674,0.17243460,7.12922309e-04
0.2200,5.2315,0.17576999,7.15255965e-04
0.2200,5.2955,0.17920359,7.17517109e-04
0.2200,5.3596,0.18273866,7.19705294e-04
0.2200,5.4236,0.18637842,7.21820084e-04
0.2200,5.4876,0.19012605,7.23861059e-04
0.2200,5.5517,0.19398462,7.25827816e-04
0.2200,5.6157,0.19795710,7.27719962e-04
0.2200,5.6798,0.20204632,7.29537122e-04
0.2200,5.7438,0.20625494,7.31278936e-04
0.2200,5.8079,0.21058541,7.32945059e-04
0.2200,5.8719,0.21503998,7.34535158e-04
0.2200,5.9360,0.21962067,7.36048918e-04
0.2200,6.0000,0.22432922,7.37486040e-04
0.2287,0.3000,0.18271150,3.77428460e-04
0.2287,0.3640,0.17874362,3.83271626e-04
0.2287,0.4281,0.17484422,3.89107651e-04
0.2287,0.4921,0.17101519,3.94935283e-04
0.2287,0.5562,0.16725866,4.00753271e-04
0.2287,0.6202,0.16357703,4.06560365e-04
0.2287,0.6843,0.15997289,4.12355321e-04
0.2287,0.7483,0.15644903,4.18136893e-04
0.2287,0.8124,0.15300842,4.23903841e-04
0.2287,0.8764,0.14965415,4.29654927e-04
0.2287,0.9404,0.14638944,4.35388917e-04
0.2287,1.0045,0.14321759,4.41104581e-04
0.2287,1.0685,0.14014193,4.46800691e-04
0.2287,1.1326,0.13716583,4.52476024e-04
0.2287,1.1966,0.13429266,4.58129364e-04
0.2287,1.2607,0.13152572,4.63759497e-04
0.2287,1.3247,0.12886826,4.69365213e-04
0.2287,1.3888,0.12632342,4.74945311e-04
0.2287,1.4528,0.12389421,4.80498591e-04
0.2287,1.5169,0.12158348,4.86023864e-04
0.2287,1.5809,0.11939389,4.91519942e-04
0.2287,1.6449,0.11732792,4.96985646e-04
0.2287,1.7090,0.11538777,5.02419803e-04
0.2287,1.7730,0.11357543,5.07821246e-04
0.2287,1.8371,0.11189260,5.13188817e-04
0.2287,1.9011,0.11034069,5.18521363e-04
0.2287,1.9652,0.10892082,5.23817740e-04
0.2287,2.0292,0.10763380,5.29076811e-04
0.2287,2.0933,0.10648011,5.34297447e-04
0.2287,2.1573,0.10545992,5.39478529e-04
0.2287,2.2213,0.10457308,5.44618942e-04
0.2287,2.2854,0.10381910,5.49717586e-04
0.2287,2.3494,0.10319720,5.54773365e-04
0.2287,2.4135,0.10270627,5.59785193e-04
0.2287,2.4775,0.10234490,5.64751997e-04
0.2287,2.5416,0.10211140,5.69672708e-04
0.2287,2.6056,0.10200380,5.74546272e-04
0.2287,2.6697,0.10201990,5.79371643e-04
0.2287,2.7337,0.10215723,5.84147784e-04
0.2287,2.7978,0.10241315,5.88873670e-04
0.2287,2.8618,0.10278479,5.93548288e-04
0.2287,2.9258,0.10326917,5.98170634e-04
0.2287,2.9899,0.10386314,6.02739716e-04
0.2287,3.0539,0.10456346,6.07254553e-04
0.2287,3.1180,0.10536681,6.11714176e-04
0.2287,3.1820,0.10626986,6.16117629e-04
0.2287,3.2461,0.10726921,6.20463965e-04
0.2287,3.3101,0.10836154,6.24752253e-04
0.2287,3.3742,0.10954354,6.28981571e-04
0.2287,3.4382,0.11081201,6.33151013e-04
0.2287,3.5022,0.11216382,6.37259682e-04
0.2287,3.5663,0.11359602,6.41306698e-04
0.2287,3.6303,0.11510581,6.45291192e-04
0.2287,3.6944,0.11669058,6.49212308e-04
0.2287,3.7584,0.11834793,6.53069205e-04
0.2287,3.8225,0.12007573,6.56861056e-04
0.2287,3.8865,0.12187207,6.60587046e-04
0.2287,3.9506,0.12373533,6.64246375e-04
0.2287,4.0146,0.12566419,6.67838259e-04
0.2287,4.0787,0.12765762,6.71361926e-04
0.2287,4.1427,0.12971491,6.74816620e-04
0.2287,4.2067,0.13183567,6.78201600e-04
0.2287,4.2708,0.13401982,6.81516139e-04
0.2287,4.3348,0.13626762,6.84759526e-04
0.2287,4.3989,0.13857964,6.87931064e-04
0.2287,4.4629,0.14095676,6.91030073e-04
0.2287,4.5270,0.14340019,6.94055888e-04
0.2287,4.5910,0.14591142,6.97007859e-04
0.2287,4.6551,0.14849222,6.99885354e-04
0.2287,4.7191,0.15114464,7.02687753e-04
0.2287,4.7831,0.15387095,7.05414456e-04
0.2287,4.8472,0.15667368,7.08064877e-04
0.2287,4.9112,0.15955555,7.10638448e-04
0.2287,4.9753,0.16251945,7.13134617e-04
0.2287,5.0393,0.16556842,7.15552847e-04
0.2287,5.1034,0.16870565,7.17892619e-04
0.2287,5.1674,0.17193439,7.20153432e-04
0.2287,5.2315,0.17525797,7.22334800e-04
0.2287,5.2955,0.17867975,7.24436255e-04
0.2287,5.3596,0.18220311,7.26457346e-04
0.2287,5.4236,0.18583136,7.28397639e-04
0.2287,5.4876,0.18956780,7.30256718e-04
0.2287,5.5517,0.19341560,7.32034183e-04
0.2287,5.6157,0.19737783,7.33729654e-04
0.2287,5.6798,0.20145741,7.35342765e-04
0.2287,5.7438,0.20565708,7.36873172e-04
0.2287,5.8079,0.20997940,7.38320546e-04
0.2287,5.8719,0.21442668,7.39684575e-04
0.2287,5.9360,0.21900100,7.40964968e-04
0.2287,6.0000,0.22370417,7.42161449e-04
0.2375,0.3000,0.18232095,3.78475892e-04
0.2375,0.3640,0.17834754,3.84541197e-04
0.2375,0.4281,0.17444166,3.90598510e-04
0.2375,0.4921,0.17060526,3.96646430e-04
0.2375,0.5562,0.16684054,4.02683558e-04
0.2375,0.6202,0.16314997,4.08708497e-04
0.2375,0.6843,0.15953623,4.14719854e-04
0.2375,0.7483,0.15600219,4.20716236e-04
0.2375,0.8124,0.15255092,4.26696258e-04
0.2375,0.8764,0.14918561,4.32658536e-04
0.2375,0.9404,0.14590958,4.38601689e-04
0.2375,1.0045,0.14272622,4.44524344e-04
0.2375,1.0685,0.13963899,4.50425129e-04
0.2375,1.1326,0.13665136,4.56302680e-04
0.2375,1.1966,0.13376679,4.62155637e-04
0.2375,1.2607,0.13098871,4.67982646e-04
0.2375,1.3247,0.12832045,4.73782358e-04
0.2375,1.3888,0.12576526,4.79553431e-04
0.2375,1.4528,0.12332624,4.85294532e-04
0.2375,1.5169,0.12100634,4.91004330e-04
0.2375,1.5809,0.11880831,4.96681506e-04
0.2375,1.6449,0.11673469,5.02324745e-04
0.2375,1.7090,0.11478776,5.07932743e-04
0.2375,1.7730,0.11296957,5.13504201e-04
0.2375,1.8371,0.11128187,5.19037831e-04
0.2375,1.9011,0.10972612,5.24532352e-04
0.2375,1.9652,0.10830348,5.29986493e-04
0.2375,2.0292,0.10701477,5.35398993e-04
0.2375,2.0933,0.10586051,5.40768599e-04
0.2375,2.1573,0.10484085,5.46094068e-04
0.2375,2.2213,0.10395565,5.51374169e-04
0.2375,2.2854,0.10320441,5.56607681e-04
0.2375,2.3494,0.10258631,5.61793391e-04
0.2375,2.4135,0.10210021,5.66930101e-04
0.2375,2.4775,0.10174466,5.72016622e-04
0.2375,2.5416,0.10151791,5.77051777e-04
0.2375,2.6056,0.10141794,5.82034401e-04
0.2375,2.6697,0.10144245,5.86963342e-04
0.2375,2.7337,0.10158893,5.91837459e-04
0.2375,2.7978,0.10185463,5.96655624e-04
0.2375,2.8618,0.10223661,6.01416724e-04
0.2375,2.9258,0.10273177,6.06119655e-04
0.2375,2.9899,0.10333687,6.10763330e-04
0.2375,3.0539,0.10404858,6.15346676e-04
0.2375,3.1180,0.10486347,6.19868630e-04
0.2375,3.1820,0.10577808,6.24328148e-04
0.2375,3.2461,0.10678895,6.28724197e-04
0.2375,3.3101,0.10789261,6.33055760e-04
0.2375,3.3742,0.10908566,6.37321836e-04
0.2375,3.4382,0.11036480,6.41521437e-04
0.2375,3.5022,0.11172681,6.45653591e-04
0.2375,3.5663,0.11316863,6.49717343e-04
0.2375,3.6303,0.11468738,6.53711752e-04
0.2375,3.6944,0.11628037,6.57635895e-04
0.2375,3.7584,0.11794513,6.61488862e-04
0.2375,3.8225,0.11967943,6.65269764e-04
0.2375,3.8865,0.12148133,6.68977725e-04
0.2375,3.9506,0.12334916,6.72611887e-04
0.2375,4.0146,0.12528154,6.76171409e-04
0.2375,4.0787,0.12727742,6.79655469e-04
0.2375,4.1427,0.12933607,6.83063259e-04
0.2375,4.2067,0.13145707,6.86393992e-04
0.2375,4.2708,0.13364035,6.89646897e-04
0.2375,4.3348,0.13588618,6.92821220e-04
0.2375,4.3989,0.13819515,6.95916229e-04
0.2375,4.4629,0.14056816,6.98931206e-04
0.2375,4.5270,0.14300646,7.01865455e-04
0.2375,4.5910,0.14551159,7.04718296e-04
0.2375,4.6551,0.14808537,7.07489070e-04
0.2375,4.7191,0.15072992,7.10177134e-04
0.2375,4.7831,0.15344759,7.12781868e-04
0.2375,4.8472,0.15624098,7.15302669e-04
0.2375,4.9112,0.15911289,7.17738953e-04
0.2375,4.9753,0.16206631,7.20090157e-04
0.2375,5.0393,0.16510439,7.22355737e-04
0.2375,5.1034,0.16823039,7.24535169e-04
0.2375,5.1674,0.17144769,7.26627948e-04
0.2375,5.2315,0.17475971,7.28633591e-04
0.2375,5.2955,0.17816993,7.30551632e-04
0.2375,5.3596,0.18168182,7.32381630e-04
0.2375,5.4236,0.18529881,7.34123159e-04
0.2375,5.4876,0.18902430,7.35775818e-04
0.2375,5.5517,0.19286156,7.37339223e-04
0.2375,5.6157,0.19681375,7.38813014e-04
0.2375,5.6798,0.20088390,7.40196849e-04
0.2375,5.7438,0.20507482,7.41490407e-04
0.2375,5.8079,0.20938916,7.42693391e-04
0.2375,5.8719,0.21382929,7.43805521e-04
0.2375,5.9360,0.21839738,7.44826540e-04
0.2375,6.0000,0.22309528,7.45756212e-04
0.2462,0.3000,0.18194174,3.79523129e-04
0.2462,0.3640,0.17796293,3.85810417e-04
0.2462,0.4281,0.17405071,3.92088799e-04
0.2462,0.4921,0.17020711,3.98356712e-04
0.2462,0.5562,0.16643439,4.04612598e-04
0.2462,0.6202,0.16273508,4.10854900e-04
0.2462,0.6843,0.15911195,4.17082067e-04
0.2462,0.7483,0.15556796,4.23292548e-04
0.2462,0.8124,0.15210627,4.29484801e-04
0.2462,0.8764,0.14873017,4.35657284e-04
0.2462,0.9404,0.14544307,4.41808462e-04
0.2462,1.0045,0.14224847,4.47936805e-04
0.2462,1.0685,0.13914992,4.54040789e-04
0.2462,1.1326,0.13615101,4.60118896e-04
0.2462,1.1966,0.13325531,4.66169614e-04
0.2462,1.2607,0.13046632,4.72191439e-04
0.2462,1.3247,0.12778751,4.78182871e-04
0.2462,1.3888,0.12522220,4.84142422e-04
0.2462,1.4528,0.12277360,4.90068609e-04
0.2462,1.5169,0.12044474,4.95959958e-04
0.2462,1.5809,0.11823845,5.01815003e-04
0.2462,1.6449,0.11615734,5.07632289e-04
0.2462,1.7090,0.11420379,5.13410368e-04
0.2462,1.7730,0.11237988,5.19147803e-04
0.2462,1.8371,0.11068742,5.24843168e-04
0.2462,1.9011,0.10912792,5.30495046e-04
0.2462,1.9652,0.10770257,5.36102030e-04
0.2462,2.0292,0.10641222,5.41662727e-04
0.2462,2.0933,0.10525739,5.47175754e-04
0.2462,2.1573,0.10423826,5.52639738e-04
0.2462,2.2213,0.10335467,5.58053322e-04
0.2462,2.2854,0.10260610,5.63415158e-04
0.2462,2.3494,0.10199171,5.68723914e-04
0.2462,2.4135,0.10151034,5.73978268e-04
0.2462,2.4775,0.10116047,5.79176914e-04
0.2462,2.5416,0.10094032,5.84318559e-04
0.2462,2.6056,0.10084780,5.89401924e-04
0.2462,2.6697,0.10088055,5.94425744e-04
0.2462,2.7337,0.10103596,5.99388770e-04
0.2462,2.7978,0.10131122,6.04289768e-04
0.2462,2.8618,0.10170330,6.09127519e-04
0.2462,2.9258,0.10220900,6.13900820e-04
0.2462,2.9899,0.10282499,6.18608482e-04
0.2462,3.0539,0.10354783,6.23249336e-04
0.2462,3.1180,0.10437400,6.27822227e-04
0.2462,3.1820,0.10529993,6.32326017e-04
0.2462,3.2461,0.10632204,6.36759587e-04
0.2462,3.3101,0.10743678,6.41121834e-04
0.2462,3.3742,0.10864064,6.45411672e-04
0.2462,3.4382,0.10993021,6.49628035e-04
0.2462,3.5022,0.11130219,6.53769875e-04
0.2462,3.5663,0.11275342,6.57836160e-04
0.2462,3.6303,0.11428093,6.61825880e-04
0.2462,3.6944,0.11588195,6.65738042e-04
0.2462,3.7584,0.11755394,6.69571673e-04
0.2462,3.8225,0.11929461,6.73325820e-04
0.2462,3.8865,0.12110195,6.76999549e-04
0.2462,3.9506,0.12297424,6.80591946e-04
0.2462,4.0146,0.12491007,6.84102118e-04
0.2462,4.0787,0.12690834,6.87529191e-04
0.2462,4.1427,0.12896831,6.90872314e-04
0.2462,4.2067,0.13108955,6.94130655e-04
0.2462,4.2708,0.13327199,6.97303402e-04
0.2462,4.3348,0.13551589,7.00389768e-04
0.2462,4.3989,0.13782187,7.03388985e-04
0.2462,4.4629,0.14019086,7.06300306e-04
0.2462,4.5270,0.14262415,7.09123008e-04
0.2462,4.5910,0.14512331,7.11856388e-04
0.2462,4.6551,0.14769024,7.14499766e-04
0.2462,4.7191,0.15032709,7.17052486e-04
0.2462,4.7831,0.15303631,7.19513912e-04
0.2462,4.8472,0.15582056,7.21883432e-04
0.2462,4.9112,0.15868274,7.24160456e-04
0.2462,4.9753,0.16162592,7.26344419e-04
0.2462,5.0393,0.16465334,7.28434777e-04
0.2462,5.1034,0.16776838,7.30431010e-04
0.2462,5.1674,0.17097449,7.32332622e-04
0.2462,5.2315,0.17427521,7.34139139e-04
0.2462,5.2955,0.17767413,7.35850113e-04
0.2462,5.3596,0.18117481,7.37465118e-04
0.2462,5.4236,0.18478080,7.38983752e-04
0.2462,5.4876,0.18849558,7.40405637e-04
0.2462,5.5517,0.19232253,7.41730420e-04
0.2462,5.6157,0.19626491,7.42957771e-04
0.2462,5.6798,0.20032583,7.44087385e-04
0.2462,5.7438,0.20450821,7.45118981e-04
0.2462,5.8079,0.20881474,7.46052303e-04
0.2462,5.8719,0.21324789,7.46887118e-04
0.2462,5.9360,0.21780988,7.47623218e-04
0.2462,6.0000,0.22250263,7.48260421e-04
0.2550,0.3000,0.18157381,3.80570162e-04
0.2550,0.3640,0.17758972,3.87079274e-04
0.2550,0.4281,0.17367132,3.93578497e-04
0.2550,0.4921,0.16982068,4.00066097e-04
0.2550,0.5562,0.16604014,4.06540344e-04
0.2550,0.6202,0.16233230,4.12999511e-04
0.2550,0.6843,0.15870001,4.19441875e-04
0.2550,0.7483,0.15514631,4.25865718e-04
0.2550,0.8124,0.15167445,4.32269327e-04
0.2550,0.8764,0.14828780,4.38650994e-04
0.2550,0.9404,0.14498989,4.45009017e-04
0.2550,1.0045,0.14178431,4.51341700e-04
0.2550,1.0685,0.13867473,4.57647354e-04
0.2550,1.1326,0.13566481,4.63924297e-04
0.2550,1.1966,0.13275822,4.70170856e-04
0.2550,1.2607,0.12995860,4.76385363e-04
0.2550,1.3247,0.12726948,4.82566163e-04
