r_s_over_r_env,m_eff_r_env,Delta_TM_match,B_TM
0.3337,2.2854,0.09753969,6.26364855e-04
0.3337,2.3494,0.09695723,6.32482378e-04
0.3337,2.4135,0.09651645,6.38470843e-04
0.3337,2.4775,0.09621546,6.44327514e-04
0.3337,2.5416,0.09605203,6.50049714e-04
0.3337,2.6056,0.09602355,6.55634829e-04
0.3337,2.6697,0.09612706,6.61080308e-04
0.3337,2.7337,0.09635931,6.66383663e-04
0.3337,2.7978,0.09671677,6.71542471e-04
0.3337,2.8618,0.09719565,6.76554374e-04
0.3337,2.9258,0.09779196,6.81417084e-04
0.3337,2.9899,0.09850153,6.86128377e-04
0.3337,3.0539,0.09932006,6.90686103e-04
0.3337,3.1180,0.10024313,6.95088179e-04
0.3337,3.1820,0.10126630,6.99332592e-04
0.3337,3.2461,0.10238509,7.03417406e-04
0.3337,3.3101,0.10359505,7.07340752e-04
0.3337,3.3742,0.10489179,7.11100839e-04
0.3337,3.4382,0.10627105,7.14695948e-04
0.3337,3.5022,0.10772870,7.18124438e-04
0.3337,3.5663,0.10926079,7.21384741e-04
0.3337,3.6303,0.11086361,7.24475369e-04
0.3337,3.6944,0.11253369,7.27394909e-04
0.3337,3.7584,0.11426785,7.30142027e-04
0.3337,3.8225,0.11606323,7.32715469e-04
0.3337,3.8865,0.11791732,7.35114058e-04
0.3337,3.9506,0.11982796,7.37336699e-04
0.3337,4.0146,0.12179339,7.39382376e-04
0.3337,4.0787,0.12381224,7.41250155e-04
0.3337,4.1427,0.12588358,7.42939182e-04
0.3337,4.2067,0.12800687,7.44448685e-04
0.3337,4.2708,0.13018202,7.45777976e-04
0.3337,4.3348,0.13240938,7.46926446e-04
0.3337,4.3989,0.13468969,7.47893571e-04
0.3337,4.4629,0.13702414,7.48678909e-04
0.3337,4.5270,0.13941432,7.49282102e-04
0.3337,4.5910,0.14186221,7.49702873e-04
0.3337,4.6551,0.14437017,7.49941031e-04
0.3337,4.7191,0.14694092,7.49996466e-04
0.3337,4.7831,0.14957750,7.49869153e-04
0.3337,4.8472,0.15228324,7.49559152e-04
0.3337,4.9112,0.15506177,7.49066602e-04
0.3337,4.9753,0.15791693,7.48391729e-04
0.3337,5.0393,0.16085277,7.47534842e-04
0.3337,5.1034,0.16387350,7.46496332e-04
0.3337,5.1674,0.16698347,7.45276673e-04
0.3337,5.2315,0.17018709,7.43876423e-04
0.3337,5.2955,0.17348884,7.42296221e-04
0.3337,5.3596,0.17689319,7.40536790e-04
0.3337,5.4236,0.18040456,7.38598933e-04
0.3337,5.4876,0.18402732,7.36483535e-04
0.3337,5.5517,0.18776570,7.34191564e-04
0.3337,5.6157,0.19162376,7.31724065e-04
0.3337,5.6798,0.19560540,7.29082167e-04
0.3337,5.7438,0.19971426,7.26267077e-04
0.3337,5.8079,0.20395373,7.23280080e-04
0.3337,5.8719,0.20832688,7.20122542e-04
0.3337,5.9360,0.21283648,7.16795904e-04
0.3337,6.0000,0.21748494,7.13301688e-04
0.3425,0.3000,0.17849981,3.91027719e-04
0.3425,0.3640,0.17447072,3.99745030e-04
0.3425,0.4281,0.17049960,4.08438407e-04
0.3425,0.4921,0.16658900,4.17103666e-04
0.3425,0.5562,0.16274180,4.25736640e-04
0.3425,0.6202,0.15896123,4.34333173e-04
0.3425,0.6843,0.15525079,4.42889129e-04
0.3425,0.7483,0.15161427,4.51400393e-04
0.3425,0.8124,0.14805566,4.59862869e-04
0.3425,0.8764,0.14457916,4.68272486e-04
0.3425,0.9404,0.14118909,4.76625196e-04
0.3425,1.0045,0.13788991,4.84916982e-04
0.3425,1.0685,0.13468614,4.93143853e-04
0.3425,1.1326,0.13158234,5.01301852e-04
0.3425,1.1966,0.12858302,5.09387053e-04
0.3425,1.2607,0.12569267,5.17395567e-04
0.3425,1.3247,0.12291568,5.25323539e-04
0.3425,1.3888,0.12025627,5.33167156e-04
0.3425,1.4528,0.11771853,5.40922643e-04
0.3425,1.5169,0.11530631,5.48586269e-04
0.3425,1.5809,0.11302320,5.56154347e-04
0.3425,1.6449,0.11087253,5.63623236e-04
0.3425,1.7090,0.10885730,5.70989341e-04
0.3425,1.7730,0.10698018,5.78249119e-04
0.3425,1.8371,0.10524347,5.85399077e-04
0.3425,1.9011,0.10364908,5.92435775e-04
0.3425,1.9652,0.10219852,5.99355826e-04
0.3425,2.0292,0.10089288,6.06155902e-04
0.3425,2.0933,0.09973282,6.12832730e-04
0.3425,2.1573,0.09871856,6.19383098e-04
0.3425,2.2213,0.09784990,6.25803855e-04
0.3425,2.2854,0.09712620,6.32091911e-04
0.3425,2.3494,0.09654636,6.38244241e-04
0.3425,2.4135,0.09610891,6.44257884e-04
0.3425,2.4775,0.09581194,6.50129947e-04
0.3425,2.5416,0.09565317,6.55857605e-04
0.3425,2.6056,0.09562995,6.61438103e-04
0.3425,2.6697,0.09573927,6.66868754e-04
0.3425,2.7337,0.09597783,6.72146946e-04
0.3425,2.7978,0.09634204,6.77270140e-04
0.3425,2.8618,0.09682805,6.82235870e-04
0.3425,2.9258,0.09743181,6.87041747e-04
0.3425,2.9899,0.09814906,6.91685460e-04
0.3425,3.0539,0.09897545,6.96164773e-04
0.3425,3.1180,0.09990648,7.00477532e-04
0.3425,3.1820,0.10093764,7.04621661e-04
0.3425,3.2461,0.10206437,7.08595167e-04
0.3425,3.3101,0.10328215,7.12396138e-04
0.3425,3.3742,0.10458652,7.16022744e-04
0.3425,3.4382,0.10597315,7.19473242e-04
0.3425,3.5022,0.10743783,7.22745970e-04
0.3425,3.5663,0.10897657,7.25839354e-04
0.3425,3.6303,0.11058557,7.28751907e-04
0.3425,3.6944,0.11226132,7.31482226e-04
0.3425,3.7584,0.11400059,7.34028997e-04
0.3425,3.8225,0.11580046,7.36390996e-04
0.3425,3.8865,0.11765839,7.38567086e-04
0.3425,3.9506,0.11957218,7.40556220e-04
0.3425,4.0146,0.12154004,7.42357441e-04
0.3425,4.0787,0.12356059,7.43969883e-04
0.3425,4.1427,0.12563286,7.45392768e-04
0.3425,4.2067,0.12775632,7.46625414e-04
0.3425,4.2708,0.12993087,7.47667226e-04
0.3425,4.3348,0.13215687,7.48517704e-04
0.3425,4.3989,0.13443507,7.49176439e-04
0.3425,4.4629,0.13676668,7.49643112e-04
0.3425,4.5270,0.13915332,7.49917501e-04
0.3425,4.5910,0.14159700,7.49999472e-04
0.3425,4.6551,0.14410012,7.49888987e-04
0.3425,4.7191,0.14666544,7.49586098e-04
0.3425,4.7831,0.14929605,7.49090951e-04
0.3425,4.8472,0.15199535,7.48403785e-04
0.3425,4.9112,0.15476700,7.47524930e-04
0.3425,4.9753,0.15761493,7.46454809e-04
0.3425,5.0393,0.16054325,7.45193937e-04
0.3425,5.1034,0.16355623,7.43742921e-04
0.3425,5.1674,0.16665830,7.42102458e-04
0.3425,5.2315,0.16985395,7.40273338e-04
0.3425,5.2955,0.17314772,7.38256441e-04
0.3425,5.3596,0.17654415,7.36052738e-04
0.3425,5.4236,0.18004776,7.33663288e-04
0.3425,5.4876,0.18366296,7.31089242e-04
0.3425,5.5517,0.18739406,7.28331837e-04
0.3425,5.6157,0.19124520,7.25392402e-04
0.3425,5.6798,0.19522033,7.22272349e-04
0.3425,5.7438,0.19932315,7.18973180e-04
0.3425,5.8079,0.20355710,7.15496483e-04
0.3425,5.8719,0.20792533,7.11843929e-04
0.3425,5.9360,0.21243062,7.08017278e-04
0.3425,6.0000,0.21707545,7.04018369e-04
0.3512,0.3000,0.17825160,3.92072038e-04
0.3512,0.3640,0.17421886,4.01009041e-04
0.3512,0.4281,0.17024346,4.09920232e-04
0.3512,0.4921,0.16632799,4.18801100e-04
0.3512,0.5562,0.16247537,4.27647152e-04
0.3512,0.6202,0.15868890,4.36453912e-04
0.3512,0.6843,0.15497212,4.45216923e-04
0.3512,0.7483,0.15132887,4.53931750e-04
0.3512,0.8124,0.14776322,4.62593984e-04
0.3512,0.8764,0.14427942,4.71199241e-04
0.3512,0.9404,0.14088186,4.79743166e-04
0.3512,1.0045,0.13757509,4.88221436e-04
0.3512,1.0685,0.13436367,4.96629761e-04
0.3512,1.1326,0.13125224,5.04963885e-04
0.3512,1.1966,0.12824539,5.13219592e-04
0.3512,1.2607,0.12534768,5.21392703e-04
0.3512,1.3247,0.12256355,5.29479082e-04
0.3512,1.3888,0.11989731,5.37474638e-04
0.3512,1.4528,0.11735309,5.45375325e-04
0.3512,1.5169,0.11493481,5.53177144e-04
0.3512,1.5809,0.11264611,5.60876148e-04
0.3512,1.6449,0.11049038,5.68468440e-04
0.3512,1.7090,0.10847067,5.75950178e-04
0.3512,1.7730,0.10658969,5.83317577e-04
0.3512,1.8371,0.10484976,5.90566908e-04
0.3512,1.9011,0.10325284,5.97694503e-04
0.3512,1.9652,0.10180045,6.04696755e-04
0.3512,2.0292,0.10049369,6.11570120e-04
0.3512,2.0933,0.09933325,6.18311120e-04
0.3512,2.1573,0.09831935,6.24916345e-04
0.3512,2.2213,0.09745178,6.31382451e-04
0.3512,2.2854,0.09672988,6.37706167e-04
0.3512,2.3494,0.09615255,6.43884292e-04
0.3512,2.4135,0.09571830,6.49913700e-04
0.3512,2.4775,0.09542517,6.55791340e-04
0.3512,2.5416,0.09527086,6.61514238e-04
0.3512,2.6056,0.09525267,6.67079497e-04
0.3512,2.6697,0.09536756,6.72484302e-04
0.3512,2.7337,0.09561217,6.77725917e-04
0.3512,2.7978,0.09598284,6.82801690e-04
0.3512,2.8618,0.09647568,6.87709052e-04
0.3512,2.9258,0.09708656,6.92445520e-04
0.3512,2.9899,0.09781117,6.97008698e-04
0.3512,3.0539,0.09864508,7.01396275e-04
0.3512,3.1180,0.09958374,7.05606033e-04
0.3512,3.1820,0.10062255,7.09635839e-04
0.3512,3.2461,0.10175688,7.13483656e-04
0.3512,3.3101,0.10298214,7.17147536e-04
0.3512,3.3742,0.10429382,7.20625625e-04
0.3512,3.4382,0.10568750,7.23916163e-04
0.3512,3.5022,0.10715892,7.27017485e-04
0.3512,3.5663,0.10870402,7.29928021e-04
0.3512,3.6303,0.11031894,7.32646299e-04
0.3512,3.6944,0.11200012,7.35170943e-04
0.3512,3.7584,0.11374428,7.37500675e-04
0.3512,3.8225,0.11554846,7.39634317e-04
0.3512,3.8865,0.11741006,7.41570789e-04
0.3512,3.9506,0.11932687,7.43309110e-04
0.3512,4.0146,0.12129706,7.44848402e-04
0.3512,4.0787,0.12331922,7.46187885e-04
0.3512,4.1427,0.12539239,7.47326881e-04
0.3512,4.2067,0.12751601,7.48264815e-04
0.3512,4.2708,0.12968999,7.49001211e-04
0.3512,4.3348,0.13191468,7.49535697e-04
0.3512,4.3989,0.13419087,7.49868002e-04
0.3512,4.4629,0.13651976,7.49997958e-04
0.3512,4.5270,0.13890301,7.49925500e-04
0.3512,4.5910,0.14134266,7.49650664e-04
0.3512,4.6551,0.14384115,7.49173588e-04
0.3512,4.7191,0.14640127,7.48494516e-04
0.3512,4.7831,0.14902616,7.47613790e-04
0.3512,4.8472,0.15171929,7.46531855e-04
0.3512,4.9112,0.15448436,7.45249260e-04
0.3512,4.9753,0.15732537,7.43766653e-04
0.3512,5.0393,0.16024648,7.42084786e-04
0.3512,5.1034,0.16325205,7.40204507e-04
0.3512,5.1674,0.16634656,7.38126770e-04
0.3512,5.2315,0.16953457,7.35852626e-04
0.3512,5.2955,0.17282070,7.33383226e-04
0.3512,5.3596,0.17620956,7.30719818e-04
0.3512,5.4236,0.17970572,7.27863751e-04
0.3512,5.4876,0.18331368,7.24816471e-04
0.3512,5.5517,0.18703782,7.21579519e-04
0.3512,5.6157,0.19088233,7.18154532e-04
0.3512,5.6798,0.19485122,7.14543246e-04
0.3512,5.7438,0.19894826,7.10747486e-04
0.3512,5.8079,0.20317694,7.06769174e-04
0.3512,5.8719,0.20754044,7.02610323e-04
0.3512,5.9360,0.21204162,6.98273037e-04
0.3512,6.0000,0.21668296,6.93759511e-04
0.3600,0.3000,0.17801394,3.93116068e-04
0.3600,0.3640,0.17397771,4.02272535e-04
0.3600,0.4281,0.16999822,4.11401216e-04
0.3600,0.4921,0.16607810,4.20497258e-04
0.3600,0.5562,0.16222032,4.29555826e-04
0.3600,0.6202,0.15842820,4.38572105e-04
0.3600,0.6843,0.15470536,4.47541303e-04
0.3600,0.7483,0.15105570,4.56458651e-04
0.3600,0.8124,0.14748332,4.65319410e-04
0.3600,0.8764,0.14399255,4.74118869e-04
0.3600,0.9404,0.14058785,4.82852350e-04
0.3600,1.0045,0.13727381,4.91515213e-04
0.3600,1.0685,0.13405510,5.00102851e-04
0.3600,1.1326,0.13093639,5.08610699e-04
0.3600,1.1966,0.12792235,5.17034236e-04
0.3600,1.2607,0.12501760,5.25368984e-04
0.3600,1.3247,0.12222666,5.33610511e-04
0.3600,1.3888,0.11955389,5.41754438e-04
0.3600,1.4528,0.11700348,5.49796436e-04
0.3600,1.5169,0.11457941,5.57732229e-04
0.3600,1.5809,0.11228539,5.65557598e-04
0.3600,1.6449,0.11012483,5.73268385e-04
0.3600,1.7090,0.10810084,5.80860491e-04
0.3600,1.7730,0.10621616,5.88329880e-04
0.3600,1.8371,0.10447317,5.95672581e-04
0.3600,1.9011,0.10287382,6.02884691e-04
0.3600,1.9652,0.10141968,6.09962377e-04
0.3600,2.0292,0.10011187,6.16901877e-04
0.3600,2.0933,0.09895106,6.23699501e-04
0.3600,2.1573,0.09793750,6.30351636e-04
0.3600,2.2213,0.09707097,6.36854747e-04
0.3600,2.2854,0.09635079,6.43205376e-04
0.3600,2.3494,0.09577586,6.49400147e-04
0.3600,2.4135,0.09534465,6.55435768e-04
0.3600,2.4775,0.09505520,6.61309031e-04
0.3600,2.5416,0.09490515,6.67016813e-04
0.3600,2.6056,0.09489177,6.72556080e-04
0.3600,2.6697,0.09501197,6.77923888e-04
0.3600,2.7337,0.09526235,6.83117384e-04
0.3600,2.7978,0.09563919,6.88133806e-04
0.3600,2.8618,0.09613855,6.92970489e-04
0.3600,2.9258,0.09675623,6.97624861e-04
0.3600,2.9899,0.09748788,7.02094448e-04
0.3600,3.0539,0.09832897,7.06376874e-04
0.3600,3.1180,0.09927491,7.10469864e-04
0.3600,3.1820,0.10032101,7.14371240e-04
0.3600,3.2461,0.10146260,7.18078930e-04
0.3600,3.3101,0.10269502,7.21590963e-04
0.3600,3.3742,0.10401367,7.24905471e-04
0.3600,3.4382,0.10541409,7.28020693e-04
0.3600,3.5022,0.10689195,7.30934973e-04
0.3600,3.5663,0.10844311,7.33646762e-04
0.3600,3.6303,0.11006369,7.36154617e-04
0.3600,3.6944,0.11175006,7.38457207e-04
0.3600,3.7584,0.11349889,7.40553308e-04
0.3600,3.8225,0.11530717,7.42441804e-04
0.3600,3.8865,0.11717229,7.44121692e-04
0.3600,3.9506,0.11909197,7.45592080e-04
0.3600,4.0146,0.12106439,7.46852184e-04
0.3600,4.0787,0.12308810,7.47901337e-04
0.3600,4.1427,0.12516211,7.48738980e-04
0.3600,4.2067,0.12728589,7.49364667e-04
0.3600,4.2708,0.12945933,7.49778067e-04
0.3600,4.3348,0.13168277,7.49978959e-04
0.3600,4.3989,0.13395703,7.49967237e-04
0.3600,4.4629,0.13628333,7.49742906e-04
0.3600,4.5270,0.13866334,7.49306087e-04
0.3600,4.5910,0.14109914,7.48657011e-04
0.3600,4.6551,0.14359320,7.47796023e-04
0.3600,4.7191,0.14614836,7.46723581e-04
0.3600,4.7831,0.14876780,7.45440256e-04
0.3600,4.8472,0.15145502,7.43946728e-04
0.3600,4.9112,0.15421382,7.42243793e-04
0.3600,4.9753,0.15704821,7.40332355e-04
0.3600,5.0393,0.15996245,7.38213431e-04
0.3600,5.1034,0.16296094,7.35888146e-04
0.3600,5.1674,0.16604823,7.33357737e-04
0.3600,5.2315,0.16922895,7.30623549e-04
0.3600,5.2955,0.17250778,7.27687036e-04
0.3600,5.3596,0.17588940,7.24549757e-04
0.3600,5.4236,0.17937846,7.21213381e-04
0.3600,5.4876,0.18297951,7.17679682e-04
0.3600,5.5517,0.18669699,7.13950538e-04
0.3600,5.6157,0.19053517,7.10027930e-04
0.3600,5.6798,0.19449811,7.05913945e-04
0.3600,5.7438,0.19858963,7.01610769e-04
0.3600,5.8079,0.20281327,6.97120689e-04
0.3600,5.8719,0.20717227,6.92446092e-04
0.3600,5.9360,0.21166951,6.87589463e-04
0.3600,6.0000,0.21630753,6.82553384e-04
0.3687,0.3000,0.17778677,3.94159801e-04
0.3687,0.3640,0.17374722,4.03535498e-04
0.3687,0.4281,0.16976384,4.12881338e-04
0.3687,0.4921,0.16583929,4.22192109e-04
0.3687,0.5562,0.16197659,4.31462616e-04
0.3687,0.6202,0.15817911,4.40687690e-04
0.3687,0.6843,0.15445050,4.49862186e-04
0.3687,0.7483,0.15079472,4.58980988e-04
0.3687,0.8124,0.14721594,4.68039009e-04
0.3687,0.8764,0.14371853,4.77031197e-04
0.3687,0.9404,0.14030703,4.85952539e-04
0.3687,1.0045,0.13698609,4.94798057e-04
0.3687,1.0685,0.13376042,5.03562819e-04
0.3687,1.1326,0.13063478,5.12241936e-04
0.3687,1.1966,0.12761390,5.20830569e-04
0.3687,1.2607,0.12470245,5.29323926e-04
0.3687,1.3247,0.12190502,5.37717271e-04
0.3687,1.3888,0.11922603,5.46005924e-04
0.3687,1.4528,0.11666974,5.54185260e-04
0.3687,1.5169,0.11424016,5.62250719e-04
0.3687,1.5809,0.11194106,5.70197803e-04
0.3687,1.6449,0.10977591,5.78022078e-04
0.3687,1.7090,0.10774785,5.85719182e-04
0.3687,1.7730,0.10585965,5.93284821e-04
0.3687,1.8371,0.10411373,6.00714776e-04
0.3687,1.9011,0.10251208,6.08004904e-04
0.3687,1.9652,0.10105627,6.15151138e-04
0.3687,2.0292,0.09974745,6.22149492e-04
0.3687,2.0933,0.09858630,6.28996065e-04
0.3687,2.1573,0.09757306,6.35687036e-04
0.3687,2.2213,0.09670751,6.42218675e-04
0.3687,2.2854,0.09598898,6.48587339e-04
0.3687,2.3494,0.09541634,6.54789476e-04
0.3687,2.4135,0.09498803,6.60821627e-04
0.3687,2.4775,0.09470207,6.66680427e-04
0.3687,2.5416,0.09455607,6.72362610e-04
0.3687,2.6056,0.09454727,6.77865005e-04
0.3687,2.6697,0.09467253,6.83184545e-04
0.3687,2.7337,0.09492840,6.88318262e-04
0.3687,2.7978,0.09531112,6.93263293e-04
0.3687,2.8618,0.09581669,6.98016881e-04
0.3687,2.9258,0.09644085,7.02576374e-04
0.3687,2.9899,0.09717918,7.06939229e-04
0.3687,3.0539,0.09802712,7.11103014e-04
0.3687,3.1180,0.09897998,7.15065405e-04
0.3687,3.1820,0.10003304,7.18824193e-04
0.3687,3.2461,0.10118155,7.22377282e-04
0.3687,3.3101,0.10242077,7.25722690e-04
0.3687,3.3742,0.10374606,7.28858551e-04
0.3687,3.4382,0.10515289,7.31783116e-04
0.3687,3.5022,0.10663687,7.34494754e-04
0.3687,3.5663,0.10819382,7.36991954e-04
0.3687,3.6303,0.10981979,7.39273321e-04
0.3687,3.6944,0.11151109,7.41337585e-04
0.3687,3.7584,0.11326436,7.43183593e-04
0.3687,3.8225,0.11507656,7.44810316e-04
0.3687,3.8865,0.11694502,7.46216846e-04
0.3687,3.9506,0.11886744,7.47402400e-04
0.3687,4.0146,0.12084197,7.48366316e-04
0.3687,4.0787,0.12286715,7.49108057e-04
0.3687,4.1427,0.12494198,7.49627208e-04
0.3687,4.2067,0.12706591,7.49923481e-04
0.3687,4.2708,0.12923882,7.49996709e-04
0.3687,4.3348,0.13146109,7.49846853e-04
0.3687,4.3989,0.13373351,7.49473996e-04
0.3687,4.4629,0.13605734,7.48878345e-04
0.3687,4.5270,0.13843427,7.48060233e-04
0.3687,4.5910,0.14086640,7.47020117e-04
0.3687,4.6551,0.14335625,7.45758576e-04
0.3687,4.7191,0.14590668,7.44276313e-04
0.3687,4.7831,0.14852092,7.42574156e-04
0.3687,4.8472,0.15120254,7.40653055e-04
0.3687,4.9112,0.15395535,7.38514079e-04
0.3687,4.9753,0.15678345,7.36158422e-04
0.3687,5.0393,0.15969114,7.33587399e-04
0.3687,5.1034,0.16268289,7.30802443e-04
0.3687,5.1674,0.16576330,7.27805106e-04
0.3687,5.2315,0.16893708,7.24597062e-04
0.3687,5.2955,0.17220896,7.21180099e-04
0.3687,5.3596,0.17558370,7.17556122e-04
0.3687,5.4236,0.17906599,7.13727153e-04
0.3687,5.4876,0.18266047,7.09695327e-04
0.3687,5.5517,0.18637162,7.05462894e-04
0.3687,5.6157,0.19020377,7.01032213e-04
0.3687,5.6798,0.19416104,6.96405755e-04
0.3687,5.7438,0.19824730,6.91586101e-04
0.3687,5.8079,0.20246615,6.86575939e-04
0.3687,5.8719,0.20682085,6.81378063e-04
0.3687,5.9360,0.21131435,6.75995372e-04
0.3687,6.0000,0.21594920,6.70430867e-04
0.3775,0.3000,0.17757006,3.95203229e-04
0.3775,0.3640,0.17352736,4.04797919e-04
0.3775,0.4281,0.16954029,4.14360579e-04
0.3775,0.4921,0.16561153,4.23885620e-04
0.3775,0.5562,0.16174417,4.33367476e-04
0.3775,0.6202,0.15794158,4.42800604e-04
0.3775,0.6843,0.15420751,4.52179490e-04
0.3775,0.7483,0.15054592,4.61498652e-04
0.3775,0.8124,0.14696107,4.70752644e-04
0.3775,0.8764,0.14345736,4.79936056e-04
0.3775,0.9404,0.14003941,4.89043521e-04
0.3775,1.0045,0.13671191,4.98069715e-04
0.3775,1.0685,0.13347964,5.07009363e-04
0.3775,1.1326,0.13034743,5.15857239e-04
0.3775,1.1966,0.12732005,5.24608173e-04
0.3775,1.2607,0.12440225,5.33257048e-04
0.3775,1.3247,0.12159866,5.41798810e-04
0.3775,1.3888,0.11891377,5.50228466e-04
0.3775,1.4528,0.11635189,5.58541090e-04
0.3775,1.5169,0.11391709,5.66731821e-04
0.3775,1.5809,0.11161317,5.74795874e-04
0.3775,1.6449,0.10944366,5.82728533e-04
0.3775,1.7090,0.10741173,5.90525164e-04
0.3775,1.7730,0.10552020,5.98181208e-04
0.3775,1.8371,0.10377150,6.05692192e-04
0.3775,1.9011,0.10216766,6.13053723e-04
0.3775,1.9652,0.10071028,6.20261501e-04
0.3775,2.0292,0.09940050,6.27311311e-04
0.3775,2.0933,0.09823902,6.34199034e-04
0.3775,2.1573,0.09722608,6.40920643e-04
0.3775,2.2213,0.09636147,6.47472210e-04
0.3775,2.2854,0.09564449,6.53849906e-04
0.3775,2.3494,0.09507402,6.60050001e-04
0.3775,2.4135,0.09464846,6.66068874e-04
0.3775,2.4775,0.09436582,6.71903005e-04
0.3775,2.5416,0.09422367,6.77548985e-04
0.3775,2.6056,0.09421922,6.83003513e-04
0.3775,2.6697,0.09434928,6.88263401e-04
0.3775,2.7337,0.09461036,6.93325576e-04
0.3775,2.7978,0.09499866,6.98187078e-04
0.3775,2.8618,0.09551011,7.02845065e-04
0.3775,2.9258,0.09614042,7.07296815e-04
0.3775,2.9899,0.09688511,7.11539727e-04
0.3775,3.0539,0.09773953,7.15571319e-04
0.3775,3.1180,0.09869897,7.19389236e-04
0.3775,3.1820,0.09975863,7.22991246e-04
0.3775,3.2461,0.10091369,7.26375243e-04
0.3775,3.3101,0.10215937,7.29539251e-04
0.3775,3.3742,0.10349097,7.32481419e-04
0.3775,3.4382,0.10490388,7.35200027e-04
0.3775,3.5022,0.10639368,7.37693487e-04
0.3775,3.5663,0.10795611,7.39960341e-04
0.3775,3.6303,0.10958719,7.41999265e-04
0.3775,3.6944,0.11128317,7.43809066e-04
0.3775,3.7584,0.11304066,7.45388686e-04
0.3775,3.8225,0.11485657,7.46737204e-04
0.3775,3.8865,0.11672820,7.47853829e-04
0.3775,3.9506,0.11865323,7.48737910e-04
0.3775,4.0146,0.12062977,7.49388930e-04
0.3775,4.0787,0.12265635,7.49806507e-04
0.3775,4.1427,0.12473195,7.49990400e-04
0.3775,4.2067,0.12685601,7.49940499e-04
0.3775,4.2708,0.12902843,7.49656833e-04
0.3775,4.3348,0.13124957,7.49139570e-04
0.3775,4.3989,0.13352025,7.48389010e-04
0.3775,4.4629,0.13584174,7.47405593e-04
0.3775,4.5270,0.13821575,7.46189894e-04
0.3775,4.5910,0.14064440,7.44742623e-04
0.3775,4.6551,0.14313024,7.43064626e-04
0.3775,4.7191,0.14567619,7.41156884e-04
0.3775,4.7831,0.14828551,7.39020511e-04
0.3775,4.8472,0.15096179,7.36656757e-04
0.3775,4.9112,0.15370893,7.34067004e-04
0.3775,4.9753,0.15653106,7.31252764e-04
0.3775,5.0393,0.15943254,7.28215683e-04
0.3775,5.1034,0.16241789,7.24957536e-04
0.3775,5.1674,0.16549178,7.21480228e-04
0.3775,5.2315,0.16865897,7.17785790e-04
0.3775,5.2955,0.17192426,7.13876382e-04
0.3775,5.3596,0.17529246,7.09754290e-04
0.3775,5.4236,0.17876833,7.05421923e-04
0.3775,5.4876,0.18235656,7.00881812e-04
0.3775,5.5517,0.18606170,6.96136612e-04
0.3775,5.6157,0.18988813,6.91189096e-04
0.3775,5.6798,0.19384003,6.86042155e-04
0.3775,5.7438,0.19792130,6.80698799e-04
0.3775,5.8079,0.20213560,6.75162151e-04
0.3775,5.8719,0.20648623,6.69435446e-04
0.3775,5.9360,0.21097618,6.63522032e-04
0.3775,6.0000,0.21560802,6.57425366e-04
0.3862,0.3000,0.17736376,3.96246346e-04
0.3862,0.3640,0.17331808,4.06059783e-04
0.3862,0.4281,0.16932751,4.15838916e-04
0.3862,0.4921,0.16539479,4.25577762e-04
0.3862,0.5562,0.16152301,4.35270362e-04
0.3862,0.6202,0.15771561,4.44910784e-04
0.3862,0.6843,0.15397635,4.54493130e-04
0.3862,0.7483,0.15030928,4.64011536e-04
0.3862,0.8124,0.14671868,4.73460178e-04
0.3862,0.8764,0.14320903,4.82833274e-04
0.3862,0.9404,0.13978497,4.92125088e-04
0.3862,1.0045,0.13645127,5.01329935e-04
0.3862,1.0685,0.13321277,5.10442182e-04
0.3862,1.1326,0.13007433,5.19456254e-04
0.3862,1.1966,0.12704081,5.28366635e-04
0.3862,1.2607,0.12411700,5.37167872e-04
0.3862,1.3247,0.12130760,5.45854580e-04
0.3862,1.3888,0.11861713,5.54421443e-04
0.3862,1.4528,0.11604996,5.62863220e-04
0.3862,1.5169,0.11361022,5.71174744e-04
0.3862,1.5809,0.11130175,5.79350931e-04
0.3862,1.6449,0.10912811,5.87386776e-04
0.3862,1.7090,0.10709252,5.95277363e-04
0.3862,1.7730,0.10519784,6.03017863e-04
0.3862,1.8371,0.10344652,6.10603540e-04
0.3862,1.9011,0.10184061,6.18029753e-04
0.3862,1.9652,0.10038173,6.25291956e-04
0.3862,2.0292,0.09907105,6.32385707e-04
0.3862,2.0933,0.09790926,6.39306664e-04
0.3862,2.1573,0.09689661,6.46050593e-04
0.3862,2.2213,0.09603288,6.52613367e-04
0.3862,2.2854,0.09531738,6.58990970e-04
0.3862,2.3494,0.09474895,6.65179500e-04
0.3862,2.4135,0.09432600,6.71175169e-04
0.3862,2.4775,0.09404650,6.76974310e-04
0.3862,2.5416,0.09390799,6.82573373e-04
0.3862,2.6056,0.09390764,6.87968932e-04
0.3862,2.6697,0.09404224,6.93157687e-04
0.3862,2.7337,0.09430825,6.98136461e-04
0.3862,2.7978,0.09470182,7.02902208e-04
0.3862,2.8618,0.09521884,7.07452013e-04
0.3862,2.9258,0.09585497,7.11783091e-04
0.3862,2.9899,0.09660565,7.15892791e-04
0.3862,3.0539,0.09746622,7.19778600e-04
0.3862,3.1180,0.09843188,7.23438139e-04
0.3862,3.1820,0.09949777,7.26869169e-04
0.3862,3.2461,0.10065903,7.30069590e-04
0.3862,3.3101,0.10191082,7.33037445e-04
0.3862,3.3742,0.10324838,7.35770917e-04
